"","X","Course.taken","Quarter","Grade.earned","numericalgrade","Last.quarter.of.attendance","Drop.date","Concurrent.GPA","Concurrent.credits.registered.for","Concurrent.credits.earned","COMPASS.Reading","COMPASS.Number.Skills","COMPASS.Elem.Alg","COMPASS.College.Alg","COMPASS.Trig","MAPS.score","FID"
"7693",7693,"MATH&141","B123","3",3,"B344","",3.27,15,15,94,NA,"27",NA,"",NA,9413
"7694",7694,"MATH&142","B124","3.7",3.7,"B344","",3.64,16,16,94,NA,"27",NA,"",NA,9413
"7695",7695,"MATH&151","B232","2.3",2.3,"B344","",2.5,16,16,94,NA,"27",NA,"",NA,9413
"7696",7696,"MATH&151","B233","3.1",3.1,"B344","",3.05,16,16,94,NA,"27",NA,"",NA,9413
"7697",7697,"MATH072","B014","4",4,"B344","",3.6,15,15,94,NA,"27",NA,"",NA,9413
"7698",7698,"MATH097","B121","4",4,"B344","",3.53,15,15,94,NA,"27",NA,"",NA,9413
"7699",7699,"MATH070","B013","3.5",3.5,"B341","",3.5,5,5,66,35,"",NA,"",NA,10508
"7700",7700,"MATH072","B123","2.8",2.8,"B341","",2.8,5,5,66,35,"",NA,"",NA,10508
"7701",7701,"MATH097","B124","1",1,"B341","",1,5,5,66,35,"",NA,"",NA,10508
"7702",7702,"MATH097","B232","2",2,"B341","",2,5,5,66,35,"",NA,"",NA,10508
"7703",7703,"MATH062","B342","0",0,"B342","10/9/2013",0,10,0,84,37,"16",NA,"",NA,7436
"7704",7704,"MATH&141","B013","2.9",2.9,"B014","",3.18,17,17,88,NA,"73",NA,"",NA,8868
"7705",7705,"MATH147","B234","3.9",3.9,"B234","",3.5,16,16,99,NA,"81",27,"",NA,12236
"7706",7706,"MATH072","B011","0",0,"B014","8/1/2010",0,15,0,89,79,"20",NA,"",NA,1848
"7707",7707,"MATH147","B013","0",0,"B122","3/15/2011",0.7,20,10,92,NA,"95",69,"",NA,11865
"7708",7708,"MATH147","B014","1.8",1.8,"B122","",1.13,20,15,92,NA,"95",69,"",NA,11865
"7709",7709,"MATH072","B012","1.6",1.6,"B231","",1.85,25,15,88,NA,"45",NA,"",NA,7098
"7710",7710,"MATH&141","B014","3.9",3.9,"B122","",3.83,15,15,95,NA,"56",NA,"",NA,4099
"7711",7711,"MATH097","B014","4",4,"B014","",3.97,15,15,90,NA,"28",NA,"",NA,10085
"7712",7712,"MATH072","B012","2.8",2.8,"B013","",2.9,10,10,92,36,"18",NA,"",NA,4842
"7713",7713,"MATH&141","B014","W",NA,"B124","5/19/2011",4,15,10,99,NA,"32",NA,"",NA,7562
"7714",7714,"MATH097","B013","3.6",3.6,"B124","",3.8,10,10,99,NA,"32",NA,"",NA,7562
"7715",7715,"MATH097","B013","2.2",2.2,"B344","",2.3,15,15,89,49,"29",NA,"",NA,10698
"7716",7716,"MATH&141","B014","3.1",3.1,"B122","",3.39,18,18,95,32,"25",NA,"",NA,2393
"7717",7717,"MATH072","B012","3.6",3.6,"B122","",3.15,17,17,95,32,"25",NA,"",NA,2393
"7718",7718,"MATH097","B013","3.1",3.1,"B122","",2.8,15,15,95,32,"25",NA,"",NA,2393
"7719",7719,"MATH&142","B012","3.4",3.4,"B014","",3.22,18,18,96,NA,"57",NA,"",385,8431
"7720",7720,"MATH&151","B013","W",NA,"B014","2/25/2011",2.85,15,10,96,NA,"57",NA,"",385,8431
"7721",7721,"MATH&141","B013","3.3",3.3,"B123","",3.57,15,15,87,41,"25",NA,"",437,3237
"7722",7722,"MATH097","B012","3.3",3.3,"B123","",3.5,20,20,87,41,"25",NA,"",437,3237
"7723",7723,"MATH&141","B014","3",3,"B121","",3.35,20,20,91,NA,"87",84,"53",NA,8637
"7724",7724,"MATH147","B122","2.8",2.8,"B124","",2.67,15,15,99,NA,"94",61,"",NA,9908
"7725",7725,"MATH&142","B012","3.8",3.8,"B233","",3.75,15,15,93,NA,"83",69,"",565,9037
"7726",7726,"MATH&151","B013","3.3",3.3,"B233","",3.53,16,16,93,NA,"83",69,"",565,9037
"7727",7727,"MATH&141","B012","4",4,"B122","",3.77,15,15,93,NA,"66",NA,"",NA,5970
"7728",7728,"MATH&142","B013","3.4",3.4,"B122","",3.74,17,17,93,NA,"66",NA,"",NA,5970
"7729",7729,"MATH&151","B014","3.5",3.5,"B122","",3.29,18,18,93,NA,"66",NA,"",NA,5970
"7730",7730,"MATH&141","B012","1.3",1.3,"B013","",1.21,12,7,84,NA,"32",NA,"",NA,11973
"7731",7731,"MATH062","B123","0",0,"B232","2/28/2012",0,8,0,92,47,"23",NA,"",295,259
"7732",7732,"MATH072","B122","3.8",3.8,"B122","",3.8,10,10,83,NA,"48",NA,"",NA,9008
"7733",7733,"MATH072","B124","1.6",1.6,"B124","",0.53,15,5,90,NA,"26",NA,"",NA,3186
"7734",7734,"MATH&141","B014","4",4,"B014","",3.92,13,13,89,NA,"57",NA,"",NA,2540
"7735",7735,"MATH097","B013","4",4,"B014","",3.94,16,16,89,NA,"57",NA,"",NA,2540
"7736",7736,"MATH&107","B124","3.7",3.7,"B342","",3.83,15,15,98,55,"24",NA,"",NA,11914
"7737",7737,"MATH070","B012","3.8",3.8,"B342","",3.9,10,10,98,55,"24",NA,"",NA,11914
"7738",7738,"MATH072","B013","3.2",3.2,"B342","",3.55,11,11,98,55,"24",NA,"",NA,11914
"7739",7739,"MATH097","B122","0.8",0.8,"B342","",2.67,12,12,98,55,"24",NA,"",NA,11914
"7740",7740,"MATH097","B123","3.3",3.3,"B342","",2.85,10,10,98,55,"24",NA,"",NA,11914
"7741",7741,"MATH072","B013","3.3",3.3,"B014","",2.63,15,15,89,70,"",NA,"",NA,5886
"7742",7742,"MATH097","B014","1",1,"B014","",2.3,15,15,89,70,"",NA,"",NA,5886
"7743",7743,"MATH072","B124","2.5",2.5,"B124","",2.04,12,12,99,NA,"",NA,"",NA,6796
"7744",7744,"MATH&141","B013","3.8",3.8,"B014","",2.95,20,20,89,NA,"60",NA,"",NA,7650
"7745",7745,"MATH&142","B014","2",2,"B014","",3.05,20,20,89,NA,"60",NA,"",NA,7650
"7746",7746,"MATH097","B012","4",4,"B014","",3.15,20,20,89,NA,"60",NA,"",NA,7650
"7747",7747,"MATH097","B231","W",NA,"B232","7/17/2012",0,5,0,87,NA,"72",NA,"",NA,4003
"7748",7748,"MATH&141","B342","3.8",3.8,"B342","",3.6,15,15,89,NA,"86",NA,"",NA,3210
"7749",7749,"MATH072","B013","2.6",2.6,"B342","",2.13,15,10,86,NA,"27",NA,"",NA,9851
"7750",7750,"MATH097","B233","1.2",1.2,"B342","",1.2,5,5,86,NA,"27",NA,"",NA,9851
"7751",7751,"MATH062","B013","3.6",3.6,"B233","",3.8,10,10,71,32,"24",NA,"",NA,4174
"7752",7752,"MATH070","B014","3.2",3.2,"B233","",3.33,15,15,71,32,"24",NA,"",NA,4174
"7753",7753,"MATH072","B122","3.1",3.1,"B233","",1.87,15,10,71,32,"24",NA,"",NA,4174
"7754",7754,"MATH097","B123","1.7",1.7,"B233","",1.35,10,10,71,32,"24",NA,"",NA,4174
"7755",7755,"MATH072","B122","3.9",3.9,"B232","",3.73,15,15,94,NA,"46",NA,"",NA,9435
"7756",7756,"MATH097","B123","3.7",3.7,"B232","",3.53,15,15,94,NA,"46",NA,"",NA,9435
"7757",7757,"MATH097","B013","1.7",1.7,"B343","",1.7,5,5,99,NA,"",NA,"",NA,817
"7758",7758,"MATH&141","B012","2",2,"B013","",2,5,5,99,NA,"53",NA,"",NA,11755
"7759",7759,"MATH&141","B014","2.2",2.2,"B342","",1.56,18,13,86,NA,"32",NA,"",480,619
"7760",7760,"MATH&142","B232","3",3,"B342","",2.53,16,16,86,NA,"32",NA,"",480,619
"7761",7761,"MATH&141","B012","2.8",2.8,"B344","",3.44,16,16,98,NA,"53",NA,"",NA,2236
"7762",7762,"MATH072","B012","2.5",2.5,"B122","",1.87,15,10,91,54,"36",NA,"",NA,7884
"7763",7763,"MATH097","B013","0.7",0.7,"B122","3/16/2011",1.21,12,10,91,54,"36",NA,"",NA,7884
"7764",7764,"MATH147","B012","1.8",1.8,"B124","",2.25,18,18,90,NA,"79",41,"",NA,12305
"7765",7765,"MATH147","B122","3.2",3.2,"B124","",2.8,10,10,90,NA,"79",41,"",NA,12305
"7766",7766,"MATH&107","B014","1",1,"B231","",1,13,8,84,44,"22",NA,"",NA,7514
"7767",7767,"MATH072","B012","3.1",3.1,"B231","",2.3,15,10,84,44,"22",NA,"",NA,7514
"7768",7768,"MATH097","B013","2.9",2.9,"B231","",3.54,12,12,84,44,"22",NA,"",NA,7514
"7769",7769,"MATH147","B123","0",0,"B231","3/21/2012",2.07,15,10,84,44,"22",NA,"",NA,7514
"7770",7770,"MATH147","B231","3",3,"B231","",3,10,10,84,44,"22",NA,"",NA,7514
"7771",7771,"MATH072","B012","2.6",2.6,"B123","",3.17,15,15,88,52,"36",NA,"",NA,3356
"7772",7772,"MATH097","B013","2",2,"B123","",2.63,20,20,88,52,"36",NA,"",NA,3356
"7773",7773,"MATH147","B014","1",1,"B123","",1.85,20,15,88,52,"36",NA,"",NA,3356
"7774",7774,"MATH147","B014","0",0,"B232","5/18/2011",1.53,15,10,91,NA,"64",NA,"",NA,11961
"7775",7775,"MATH147","B122","W",NA,"B232","11/10/2011",0.8,15,5,91,NA,"64",NA,"",NA,11961
"7776",7776,"MATH097","B012","0",0,"B013","10/21/2010",0.7,15,5,83,NA,"28",NA,"",NA,539
"7777",7777,"MATH&151","B012","1.6",1.6,"B341","",3.03,15,15,87,NA,"38",NA,"",NA,10955
"7778",7778,"MATH&107","B122","3.3",3.3,"B344","",3.65,10,10,89,67,"22",NA,"",NA,264
"7779",7779,"MATH070","B012","3.8",3.8,"B344","",3.75,10,10,89,67,"22",NA,"",NA,264
"7780",7780,"MATH072","B013","3.6",3.6,"B344","",3.8,10,10,89,67,"22",NA,"",NA,264
"7781",7781,"MATH097","B014","4",4,"B344","",4,7,7,89,67,"22",NA,"",NA,264
"7782",7782,"MATH072","B123","3.9",3.9,"B233","",3.9,5,5,88,NA,"33",NA,"",NA,2435
"7783",7783,"MATH097","B124","3.9",3.9,"B233","",3.9,5,5,88,NA,"33",NA,"",NA,2435
"7784",7784,"MATH147","B232","4",4,"B233","",4,5,5,88,NA,"33",NA,"",NA,2435
"7785",7785,"MATH070","B342","3.3",3.3,"B344","",2.7,15,15,88,82,"37",NA,"",NA,7584
"7786",7786,"MATH&142","B014","1.8",1.8,"B122","",1.65,15,10,99,NA,"37",NA,"",NA,9974
"7787",7787,"MATH&141","B012","3.2",3.2,"B233","",3.37,15,15,92,NA,"51",NA,"",NA,9700
"7788",7788,"MATH&141","B231","4",4,"B344","",4,10,10,90,NA,"88",62,"",NA,992
"7789",7789,"MATH&142","B232","4",4,"B344","",3.93,15,15,90,NA,"88",62,"",NA,992
"7790",7790,"MATH&151","B233","4",4,"B344","",4,16,16,90,NA,"88",62,"",NA,992
"7791",7791,"MATH&141","B124","3",3,"B124","",3.5,15,10,94,NA,"30",NA,"",NA,4069
"7792",7792,"MATH072","B122","3.4",3.4,"B124","",3.63,15,15,94,NA,"30",NA,"",NA,4069
"7793",7793,"MATH097","B123","3.4",3.4,"B124","",2.79,17,17,94,NA,"30",NA,"",NA,4069
"7794",7794,"MATH&141","B012","2.7",2.7,"B342","",3.1,15,10,94,NA,"27",NA,"",NA,7685
"7795",7795,"MATH&142","B013","W",NA,"B342","2/25/2011",2.85,17,12,94,NA,"27",NA,"",NA,7685
"7796",7796,"MATH&142","B014","2",2,"B342","",1.29,14,7,94,NA,"27",NA,"",NA,7685
"7797",7797,"MATH&151","B124","W",NA,"B342","5/25/2012",0.6,13,0,94,NA,"27",NA,"",NA,7685
"7798",7798,"MATH&151","B234","W",NA,"B342","4/18/2013",0,10,0,94,NA,"27",NA,"",NA,7685
"7799",7799,"MATH&151","B342","W",NA,"B342","10/7/2013",2.3,15,5,94,NA,"27",NA,"",NA,7685
"7800",7800,"MATH097","B233","1.5",1.5,"B342","",2.1,16,16,99,NA,"60",NA,"",NA,8672
"7801",7801,"MATH097","B234","3.1",3.1,"B342","",2.7,15,15,99,NA,"60",NA,"",NA,8672
"7802",7802,"MATH147","B342","3.2",3.2,"B342","",3.2,5,5,99,NA,"60",NA,"",NA,8672
"7803",7803,"MATH&141","B124","1.7",1.7,"B234","",2.3,10,10,86,NA,"54",NA,"",NA,12348
"7804",7804,"MATH&141","B234","W",NA,"B234","4/19/2013",2.4,10,5,86,NA,"54",NA,"",NA,12348
"7805",7805,"MATH097","B123","4",4,"B234","",3.8,10,10,86,NA,"54",NA,"",NA,12348
"7806",7806,"MATH&107","B342","3.2",3.2,"B342","",3.2,5,5,96,49,"36",NA,"",375,6172
"7807",7807,"MATH&141","B234","0",0,"B342","6/6/2013",0,5,0,96,49,"36",NA,"",375,6172
"7808",7808,"MATH062","B124","3.1",3.1,"B342","",1.9,10,10,96,49,"36",NA,"",375,6172
"7809",7809,"MATH070","B232","3.2",3.2,"B342","",3.55,11,11,96,49,"36",NA,"",375,6172
"7810",7810,"MATH097","B233","3.3",3.3,"B342","",3.3,5,5,96,49,"36",NA,"",375,6172
"7811",7811,"MATH&141","B014","1.6",1.6,"B121","",2.53,15,15,93,NA,"64",NA,"",432,6221
"7812",7812,"MATH097","B013","3.6",3.6,"B121","",2.3,15,10,93,NA,"64",NA,"",432,6221
"7813",7813,"MATH072","B014","4",4,"B121","",3.58,15,15,97,NA,"48",NA,"",335,920
"7814",7814,"MATH097","B121","3.7",3.7,"B121","",2.7,10,10,97,NA,"48",NA,"",335,920
"7815",7815,"MATH072","B012","1.8",1.8,"B122","",2.07,15,15,82,29,"",NA,"",NA,5761
"7816",7816,"MATH072","B014","0",0,"B122","6/4/2011",0,15,0,82,29,"",NA,"",NA,5761
"7817",7817,"MATH072","B011","3.9",3.9,"B012","",3.9,5,5,92,44,"19",NA,"",NA,812
"7818",7818,"MATH097","B012","4",4,"B012","",3,10,10,92,44,"19",NA,"",NA,812
"7819",7819,"MATH&141","B014","1.9",1.9,"B122","",2,15,15,85,NA,"45",30,"",NA,6684
"7820",7820,"MATH147","B014","1.2",1.2,"B122","",2,15,15,85,NA,"45",30,"",NA,6684
"7821",7821,"MATH072","B014","3.5",3.5,"B121","",3.25,10,10,85,NA,"35",NA,"",NA,5126
"7822",7822,"MATH097","B121","0",0,"B121","7/7/2011",0,15,0,85,NA,"35",NA,"",NA,5126
"7823",7823,"MATH&141","B012","2.2",2.2,"B122","",2.6,10,10,95,71,"51",NA,"",NA,2454
"7824",7824,"MATH097","B011","4",4,"B122","",4,5,5,95,71,"51",NA,"",NA,2454
"7825",7825,"MATH147","B013","3",3,"B122","",3.17,15,15,95,71,"51",NA,"",NA,2454
"7826",7826,"MATH070","B234","4",4,"B344","",3.97,15,15,98,69,"23",NA,"",NA,9634
"7827",7827,"MATH072","B341","4",4,"B344","",4,10,10,98,69,"23",NA,"",NA,9634
"7828",7828,"MATH097","B342","3.8",3.8,"B344","",3.93,15,15,98,69,"23",NA,"",NA,9634
"7829",7829,"MATH062","B122","3.7",3.7,"B232","",3.7,15,5,76,30,"15",NA,"",NA,10065
"7830",7830,"MATH070","B124","2.7",2.7,"B232","",2.7,6,6,76,30,"15",NA,"",NA,10065
"7831",7831,"MATH097","B013","2.8",2.8,"B014","",3.3,15,15,90,66,"22",NA,"",NA,1782
"7832",7832,"MATH147","B014","W",NA,"B014","5/15/2011",3.12,18,13,90,66,"22",NA,"",NA,1782
"7833",7833,"MATH&151","B011","3.4",3.4,"B013","",3.4,5,5,89,NA,"70",NA,"",NA,4255
"7834",7834,"MATH070","B012","0",0,"B231","10/1/2010",0,10,5,84,37,"19",NA,"",NA,11380
"7835",7835,"MATH070","B122","0",0,"B231","11/8/2011",1.6,10,5,84,37,"19",NA,"",NA,11380
"7836",7836,"MATH072","B013","3.9",3.9,"B343","",3.54,13,13,91,NA,"39",NA,"",NA,7263
"7837",7837,"MATH097","B014","4",4,"B343","",3.33,20,20,91,NA,"39",NA,"",NA,7263
"7838",7838,"MATH&142","B011","2.3",2.3,"B343","",3,12,12,99,NA,"27",NA,"",NA,7809
"7839",7839,"MATH&151","B012","W",NA,"B343","10/15/2010",4,12,7,99,NA,"27",NA,"",NA,7809
"7840",7840,"MATH&151","B123","1.4",1.4,"B343","",2.25,12,12,99,NA,"27",NA,"",NA,7809
"7841",7841,"MATH&151","B124","3",3,"B343","",3.08,13,13,99,NA,"27",NA,"",NA,7809
"7842",7842,"MATH072","B012","2.2",2.2,"B014","",2.4,15,15,80,NA,"35",NA,"",NA,9876
"7843",7843,"MATH&141","B013","3.5",3.5,"B014","",2.85,15,10,89,NA,"81",31,"",NA,7095
"7844",7844,"MATH097","B014","3.3",3.3,"B123","",3.3,5,5,86,NA,"73",NA,"",NA,7114
"7845",7845,"MATH&151","B012","4",4,"B124","",3.93,16,16,99,NA,"62",NA,"",NA,7849
"7846",7846,"MATH&141","B233","4",4,"B341","",4,5,5,92,59,"19",NA,"",NA,8243
"7847",7847,"MATH&142","B234","4",4,"B341","",3.6,10,10,92,59,"19",NA,"",NA,8243
"7848",7848,"MATH&151","B341","3.1",3.1,"B341","",3.1,5,5,92,59,"19",NA,"",NA,8243
"7849",7849,"MATH097","B011","2",2,"B231","",2.6,15,15,65,NA,"50",NA,"",NA,1666
"7850",7850,"MATH072","B122","2.7",2.7,"B344","",3.35,15,15,81,NA,"31",NA,"",NA,12208
"7851",7851,"MATH097","B124","0.5",0.5,"B344","",2.25,10,5,81,NA,"31",NA,"",NA,12208
"7852",7852,"MATH&107","B234","1.2",1.2,"B234","",1.5,20,10,83,48,"24",NA,"",NA,718
"7853",7853,"MATH&141","B013","W",NA,"B234","1/26/2011",2.7,20,10,83,48,"24",NA,"",NA,718
"7854",7854,"MATH&141","B014","W",NA,"B234","4/10/2011",2.35,15,10,83,48,"24",NA,"",NA,718
"7855",7855,"MATH097","B011","2.7",2.7,"B234","",2.85,10,10,83,48,"24",NA,"",NA,718
"7856",7856,"MATH&107","B012","2.8",2.8,"B014","",2.53,18,13,91,30,"20",NA,"",NA,4169
"7857",7857,"MATH097","B014","0",0,"B342","5/9/2011",0.27,13,5,90,NA,"65",NA,"",NA,9098
"7858",7858,"MATH097","B121","0",0,"B342","7/12/2011",0,5,0,90,NA,"65",NA,"",NA,9098
"7859",7859,"MATH097","B124","0",0,"B342","4/15/2012",0,5,0,90,NA,"65",NA,"",NA,9098
"7860",7860,"MATH097","B232","1.7",1.7,"B342","",2.1,10,10,90,NA,"65",NA,"",NA,9098
"7861",7861,"MATH147","B233","W",NA,"B342","2/20/2013",0,10,0,90,NA,"65",NA,"",NA,9098
"7862",7862,"MATH&107","B013","3.3",3.3,"B014","",3.15,20,20,93,NA,"55",NA,"",NA,8047
"7863",7863,"MATH&151","B012","3.6",3.6,"B014","",3.85,17,17,99,NA,"95",37,"",NA,4206
"7864",7864,"MATH&141","B012","3.6",3.6,"B234","",3.5,20,20,93,NA,"87",68,"",NA,266
"7865",7865,"MATH&142","B013","3.6",3.6,"B234","",2.69,16,16,93,NA,"87",68,"",NA,266
"7866",7866,"MATH&151","B014","2",2,"B234","",2.81,14,14,93,NA,"87",68,"",NA,266
"7867",7867,"MATH&142","B011","W",NA,"B341","7/21/2010",2.7,15,10,90,NA,"29",NA,"",NA,11686
"7868",7868,"MATH&142","B012","2.7",2.7,"B341","",3.35,15,10,90,NA,"29",NA,"",NA,11686
"7869",7869,"MATH&151","B121","0",0,"B341","7/27/2011",0,10,0,90,NA,"29",NA,"",NA,11686
"7870",7870,"MATH147","B124","0.1",0.1,"B341","",0.1,5,0,90,NA,"29",NA,"",NA,11686
"7871",7871,"MATH072","B341","3.6",3.6,"B344","",3.6,5,5,95,NA,"61",NA,"",NA,6607
"7872",7872,"MATH&141","B123","2.8",2.8,"B344","",2.9,15,15,97,39,"35",NA,"",420,8121
"7873",7873,"MATH&142","B124","2.9",2.9,"B344","",2.6,15,10,97,39,"35",NA,"",420,8121
"7874",7874,"MATH&151","B232","W",NA,"B344","10/22/2012",0,5,0,97,39,"35",NA,"",420,8121
"7875",7875,"MATH072","B013","3.3",3.3,"B344","",3.15,15,10,97,39,"35",NA,"",420,8121
"7876",7876,"MATH097","B122","2.8",2.8,"B344","",2.8,5,5,97,39,"35",NA,"",420,8121
"7877",7877,"MATH097","B012","2.1",2.1,"B014","",2.8,15,15,94,NA,"68",NA,"",NA,5675
"7878",7878,"MATH&107","B124","3.7",3.7,"B124","",2.93,20,20,99,90,"35",NA,"",NA,9087
"7879",7879,"MATH072","B122","3.5",3.5,"B124","",3.67,15,15,99,90,"35",NA,"",NA,9087
"7880",7880,"MATH097","B123","2.3",2.3,"B124","",2.3,5,5,99,90,"35",NA,"",NA,9087
"7881",7881,"MATH072","B122","3.8",3.8,"B234","",3.8,10,10,91,NA,"31",NA,"",NA,7605
"7882",7882,"MATH097","B123","3.2",3.2,"B234","",3.4,10,10,91,NA,"31",NA,"",NA,7605
"7883",7883,"MATH147","B124","1.1",1.1,"B234","",1.8,10,10,91,NA,"31",NA,"",NA,7605
"7884",7884,"MATH&151","B013","1.3",1.3,"B232","",2.07,15,15,88,NA,"86",69,"",NA,8992
"7885",7885,"MATH&151","B122","W",NA,"B232","11/11/2011",0,10,0,88,NA,"86",69,"",NA,8992
"7886",7886,"MATH&151","B231","1.5",1.5,"B232","",2.25,10,10,88,NA,"86",69,"",NA,8992
"7887",7887,"MATH070","B012","3.8",3.8,"B232","",3.93,15,15,90,65,"21",NA,"",NA,3082
"7888",7888,"MATH072","B013","4",4,"B232","",4,15,15,90,65,"21",NA,"",NA,3082
"7889",7889,"MATH097","B014","4",4,"B232","",3.9,15,15,90,65,"21",NA,"",NA,3082
"7890",7890,"MATH&141","B014","2.2",2.2,"B343","",2.47,15,15,94,NA,"49",NA,"",NA,11282
"7891",7891,"MATH&142","B122","1.7",1.7,"B343","",2.25,10,10,94,NA,"49",NA,"",NA,11282
"7892",7892,"MATH&142","B123","3.7",3.7,"B343","",2.29,16,16,94,NA,"49",NA,"",NA,11282
"7893",7893,"MATH&151","B124","1.3",1.3,"B343","",2.5,15,15,94,NA,"49",NA,"",NA,11282
"7894",7894,"MATH&151","B231","3",3,"B343","",3,5,5,94,NA,"49",NA,"",NA,11282
"7895",7895,"MATH097","B013","4",4,"B343","",3.37,15,15,94,NA,"49",NA,"",NA,11282
"7896",7896,"MATH&141","B013","2.2",2.2,"B231","",2.77,15,15,87,NA,"31",NA,"",NA,715
"7897",7897,"MATH&107","B342","3",3,"B342","",3.05,10,10,87,60,"37",NA,"",NA,9361
"7898",7898,"MATH072","B233","2.9",2.9,"B342","",3.35,10,10,87,60,"37",NA,"",NA,9361
"7899",7899,"MATH097","B234","3.3",3.3,"B342","",3.1,10,10,87,60,"37",NA,"",NA,9361
"7900",7900,"MATH070","B011","3",3,"B012","",1.5,10,5,93,37,"17",NA,"",NA,10024
"7901",7901,"MATH&151","B012","3.5",3.5,"B014","",3.79,12,12,96,NA,"95",74,"",NA,12492
"7902",7902,"MATH&151","B012","4",4,"B121","",4,13,13,97,NA,"94",73,"",NA,6474
"7903",7903,"MATH&141","B011","3.1",3.1,"B342","",2.92,12,12,84,87,"23",NA,"",NA,1846
"7904",7904,"MATH&142","B012","2.4",2.4,"B342","",3,15,10,84,87,"23",NA,"",NA,1846
"7905",7905,"MATH&151","B013","W",NA,"B342","2/25/2011",3.43,12,7,84,87,"23",NA,"",NA,1846
"7906",7906,"MATH&151","B014","0",0,"B342","6/6/2011",0.5,15,5,84,87,"23",NA,"",NA,1846
"7907",7907,"MATH&151","B121","0.1",0.1,"B342","",0.1,5,0,84,87,"23",NA,"",NA,1846
"7908",7908,"MATH&151","B123","W",NA,"B342","2/28/2012",2.75,11,6,84,87,"23",NA,"",NA,1846
"7909",7909,"MATH062","B012","0",0,"B012","9/20/2010",0,10,0,44,22,"15",NA,"",NA,7660
"7910",7910,"MATH&107","B124","3.7",3.7,"B233","",3.89,18,18,99,NA,"27",NA,"",NA,11869
"7911",7911,"MATH&141","B122","NC",NA,"B233","",4,14,9,99,NA,"27",NA,"",NA,11869
"7912",7912,"MATH072","B014","4",4,"B233","",3.73,15,15,99,NA,"27",NA,"",NA,11869
"7913",7913,"MATH097","B121","3.8",3.8,"B233","",3.8,5,5,99,NA,"27",NA,"",NA,11869
"7914",7914,"MATH&142","B012","2.5",2.5,"B342","",1.67,15,10,98,NA,"88",68,"",NA,1694
"7915",7915,"MATH097","B013","1.4",1.4,"B014","",2.7,20,20,93,NA,"28",NA,"",NA,5667
"7916",7916,"MATH097","B014","2.5",2.5,"B014","",2.9,15,15,93,NA,"28",NA,"",NA,5667
"7917",7917,"MATH&107","B233","3.6",3.6,"B344","",3.65,10,10,96,56,"17",NA,"",NA,1488
"7918",7918,"MATH070","B122","3.9",3.9,"B344","",3.85,12,12,96,56,"17",NA,"",NA,1488
"7919",7919,"MATH072","B123","4",4,"B344","",3.8,12,12,96,56,"17",NA,"",NA,1488
"7920",7920,"MATH097","B124","3.2",3.2,"B344","",3.55,12,12,96,56,"17",NA,"",NA,1488
"7921",7921,"MATH072","B012","W",NA,"B124","11/10/2010",2.15,15,10,82,NA,"40",NA,"",NA,3228
"7922",7922,"MATH072","B013","0",0,"B124","2/17/2011",0.7,15,5,82,NA,"40",NA,"",NA,3228
"7923",7923,"MATH072","B123","2.2",2.2,"B124","",2.2,10,5,82,NA,"40",NA,"",NA,3228
"7924",7924,"MATH070","B012","3.5",3.5,"B342","",2.55,12,10,89,NA,"29",NA,"",NA,9881
"7925",7925,"MATH072","B013","0",0,"B342","1/7/2011",0,7,0,89,NA,"29",NA,"",NA,9881
"7926",7926,"MATH072","B122","2.8",2.8,"B342","",2.68,14,14,89,NA,"29",NA,"",NA,9881
"7927",7927,"MATH097","B123","W",NA,"B342","2/22/2012",1.64,12,5,89,NA,"29",NA,"",NA,9881
"7928",7928,"MATH097","B124","W",NA,"B342","5/6/2012",0,5,0,89,NA,"29",NA,"",NA,9881
"7929",7929,"MATH097","B234","0",0,"B342","4/30/2013",0,7,0,89,NA,"29",NA,"",NA,9881
"7930",7930,"MATH072","B342","0",0,"B344","9/23/2013",0,23,0,90,NA,"48",NA,"",NA,198
"7931",7931,"MATH&151","B011","0",0,"B124","7/2/2010",1.2,10,5,92,NA,"52",NA,"",NA,10605
"7932",7932,"MATH&151","B012","2.3",2.3,"B124","",2.12,16,16,92,NA,"52",NA,"",NA,10605
"7933",7933,"MATH&141","B012","2.8",2.8,"B121","",2.78,18,18,87,52,"21",NA,"",NA,3947
"7934",7934,"MATH097","B011","4",4,"B121","",2.27,15,10,87,52,"21",NA,"",NA,3947
"7935",7935,"MATH&141","B123","1",1,"B123","",1.87,15,15,93,NA,"66",NA,"",NA,7657
"7936",7936,"MATH072","B013","3.1",3.1,"B123","",3.43,15,15,93,NA,"66",NA,"",NA,7657
"7937",7937,"MATH097","B122","2.7",2.7,"B123","",2.63,15,15,93,NA,"66",NA,"",NA,7657
"7938",7938,"MATH&141","B234","3.1",3.1,"B234","",3.23,15,15,89,NA,"60",NA,"",NA,3064
"7939",7939,"MATH097","B232","3.2",3.2,"B234","",3.3,20,20,89,NA,"60",NA,"",NA,3064
"7940",7940,"MATH&141","B013","2.2",2.2,"B014","",3.26,17,17,99,NA,"57",NA,"",NA,404
"7941",7941,"MATH097","B012","3.8",3.8,"B014","",2.88,16,16,99,NA,"57",NA,"",NA,404
"7942",7942,"MATH&151","B011","W",NA,"B124","7/21/2010",0,5,0,94,NA,"56",NA,"",NA,3950
"7943",7943,"MATH&151","B013","2.4",2.4,"B124","",2.74,9,9,99,NA,"96",38,"",NA,11579
