"","X","Course.taken","Quarter","Grade.earned","numericalgrade","Last.quarter.of.attendance","Drop.date","Concurrent.GPA","Concurrent.credits.registered.for","Concurrent.credits.earned","COMPASS.Reading","COMPASS.Number.Skills","COMPASS.Elem.Alg","COMPASS.College.Alg","COMPASS.Trig","MAPS.score","FID","success1.0","success2.0","success2.5","forcednumericalgrade"
"197",197,"MATH&141","B121","2.8",2.8,"B341","",3.33,18,18,73,50,"15",NA,"",NA,4783,TRUE,TRUE,TRUE,2.8
"198",198,"MATH062","B011","3.9",3.9,"B341","",3.95,12,12,73,50,"15",NA,"",NA,4783,TRUE,TRUE,TRUE,3.9
"199",199,"MATH070","B012","4",4,"B341","",3.87,15,15,73,50,"15",NA,"",NA,4783,TRUE,TRUE,TRUE,4
"200",200,"MATH072","B013","3.3",3.3,"B341","",3.37,15,15,73,50,"15",NA,"",NA,4783,TRUE,TRUE,TRUE,3.3
"201",201,"MATH097","B014","3.2",3.2,"B341","",3.18,20,20,73,50,"15",NA,"",NA,4783,TRUE,TRUE,TRUE,3.2
"202",202,"MATH062","B232","3.1",3.1,"B343","",3.36,9,9,99,NA,"",NA,"",NA,10484,TRUE,TRUE,TRUE,3.1
"203",203,"MATH070","B233","1.7",1.7,"B343","3/20/2013",0,8,8,99,NA,"",NA,"",NA,10484,TRUE,FALSE,FALSE,1.7
"204",204,"MATH070","B342","2.5",2.5,"B343","",2.25,12,12,99,NA,"",NA,"",NA,10484,TRUE,TRUE,TRUE,2.5
"205",205,"MATH062","B122","3.9",3.9,"B124","",3.9,5,5,90,49,"22",NA,"",NA,11925,TRUE,TRUE,TRUE,3.9
"206",206,"MATH072","B011","4",4,"B231","",4,13,13,95,79,"28",47,"31",NA,5850,TRUE,TRUE,TRUE,4
"207",207,"MATH097","B012","4",4,"B231","",3.68,12,12,95,79,"28",47,"31",NA,5850,TRUE,TRUE,TRUE,4
"208",208,"MATH147","B013","3.9",3.9,"B231","",3.97,15,15,95,79,"28",47,"31",NA,5850,TRUE,TRUE,TRUE,3.9
"209",209,"MATH&107","B011","3.5",3.5,"B011","",3.5,5,5,84,57,"",NA,"",NA,2824,TRUE,TRUE,TRUE,3.5
"210",210,"MATH072","B011","3.1",3.1,"B013","",2.83,15,15,95,48,"18",NA,"",NA,4810,TRUE,TRUE,TRUE,3.1
"211",211,"MATH062","B234","3.8",3.8,"B342","",3.6,15,15,96,35,"16",NA,"",NA,5046,TRUE,TRUE,TRUE,3.8
"212",212,"MATH070","B341","3.8",3.8,"B342","",3.8,5,5,96,35,"16",NA,"",NA,5046,TRUE,TRUE,TRUE,3.8
"213",213,"MATH072","B342","0",0,"B342","9/24/2013",0,10,0,96,35,"16",NA,"",NA,5046,FALSE,FALSE,FALSE,0
"214",214,"MATH&141","B014","3.5",3.5,"B014","",3.35,10,10,93,NA,"65",NA,"",NA,2864,TRUE,TRUE,TRUE,3.5
"215",215,"MATH097","B013","4",4,"B014","",3.5,12,12,93,NA,"65",NA,"",NA,2864,TRUE,TRUE,TRUE,4
"216",216,"MATH072","B014","1.9",1.9,"B122","",1.79,12,11,96,68,"45",NA,"",NA,5847,TRUE,FALSE,FALSE,1.9
"217",217,"MATH070","B341","3.6",3.6,"B344","",3.05,10,10,95,60,"24",NA,"",NA,7334,TRUE,TRUE,TRUE,3.6
"218",218,"MATH070","B122","3.5",3.5,"B231","",3.73,20,15,92,56,"20",NA,"",NA,10478,TRUE,TRUE,TRUE,3.5
"219",219,"MATH072","B231","0",0,"B231","8/16/2012",0,8,0,92,56,"20",NA,"",NA,10478,FALSE,FALSE,FALSE,0
"220",220,"MATH062","B123","3",3,"B344","",3.65,20,20,91,42,"15",NA,"",NA,459,TRUE,TRUE,TRUE,3
"221",221,"MATH070","B342","3.7",3.7,"B344","",3.85,10,10,91,42,"15",NA,"",NA,459,TRUE,TRUE,TRUE,3.7
"222",222,"MATH&141","B122","3",3,"B123","",3.18,16,16,95,NA,"95",60,"",NA,2430,TRUE,TRUE,TRUE,3
"223",223,"MATH097","B124","0",0,"B233","4/9/2012",0,15,0,85,44,"15",NA,"",NA,6419,FALSE,FALSE,FALSE,0
"224",224,"MATH097","B342","4",4,"B344","",4,5,5,99,50,"36",NA,"",NA,7387,TRUE,TRUE,TRUE,4
"225",225,"MATH&141","B012","2.3",2.3,"B234","",2.63,15,15,97,NA,"46",17,"",NA,5827,TRUE,TRUE,FALSE,2.3
"226",226,"MATH&141","B014","2.1",2.1,"B234","",2.55,10,10,97,NA,"46",17,"",NA,5827,TRUE,TRUE,FALSE,2.1
"227",227,"MATH&142","B121","3",3,"B234","",3.15,10,10,97,NA,"46",17,"",NA,5827,TRUE,TRUE,TRUE,3
"228",228,"MATH&151","B122","W",NA,"B234","11/14/2011",2.93,12,7,97,NA,"46",17,"",NA,5827,FALSE,FALSE,FALSE,-0.1
"229",229,"MATH&151","B231","1",1,"B234","",1.86,7,7,97,NA,"46",17,"",NA,5827,TRUE,FALSE,FALSE,1
"230",230,"MATH097","B011","3.8",3.8,"B234","",3.5,10,10,97,NA,"46",17,"",NA,5827,TRUE,TRUE,TRUE,3.8
"231",231,"MATH072","B342","4",4,"B344","",3.83,15,15,95,63,"23",NA,"",NA,3797,TRUE,TRUE,TRUE,4
"232",232,"MATH&141","B122","3.4",3.4,"B232","",3.57,14,14,94,NA,"",NA,"",NA,2434,TRUE,TRUE,TRUE,3.4
"233",233,"MATH&142","B123","3.4",3.4,"B232","",3.4,5,5,94,NA,"",NA,"",NA,2434,TRUE,TRUE,TRUE,3.4
"234",234,"MATH072","B011","3.8",3.8,"B232","",3.8,5,5,94,NA,"",NA,"",NA,2434,TRUE,TRUE,TRUE,3.8
"235",235,"MATH097","B012","3.6",3.6,"B232","",3.51,17,17,94,NA,"",NA,"",NA,2434,TRUE,TRUE,TRUE,3.6
"236",236,"MATH&107","B014","2",2,"B234","",2.97,15,15,86,NA,"35",NA,"",NA,1229,TRUE,TRUE,FALSE,2
"237",237,"MATH&141","B012","2.5",2.5,"B234","",2.46,13,13,86,NA,"35",NA,"",NA,1229,TRUE,TRUE,TRUE,2.5
"238",238,"MATH070","B121","0",0,"B122","6/20/2011",0.04,13,0,88,73,"18",NA,"",NA,8484,FALSE,FALSE,FALSE,0
"239",239,"MATH062","B124","4",4,"B232","",3.95,12,12,80,44,"15",NA,"",NA,1087,TRUE,TRUE,TRUE,4
"240",240,"MATH072","B011","3.6",3.6,"B013","",2.27,15,15,99,35,"28",NA,"",NA,7900,TRUE,TRUE,TRUE,3.6
"241",241,"MATH097","B012","0",0,"B013","11/8/2010",0.71,12,7,99,35,"28",NA,"",NA,7900,FALSE,FALSE,FALSE,0
"242",242,"MATH097","B013","0",0,"B013","1/25/2011",0,10,0,99,35,"28",NA,"",NA,7900,FALSE,FALSE,FALSE,0
"243",243,"MATH&107","B232","2.1",2.1,"B232","",0.7,15,5,91,82,"20",NA,"",NA,10192,TRUE,TRUE,FALSE,2.1
"244",244,"MATH070","B123","4",4,"B232","",3.05,10,10,91,82,"20",NA,"",NA,10192,TRUE,TRUE,TRUE,4
"245",245,"MATH072","B124","2.7",2.7,"B232","",3.07,15,15,91,82,"20",NA,"",NA,10192,TRUE,TRUE,TRUE,2.7
"246",246,"MATH097","B231","2.6",2.6,"B232","",0.87,15,5,91,82,"20",NA,"",NA,10192,TRUE,TRUE,TRUE,2.6
"247",247,"MATH062","B123","3.8",3.8,"B344","",3.77,15,15,80,27,"18",NA,"",NA,2424,TRUE,TRUE,TRUE,3.8
"248",248,"MATH070","B124","2.9",2.9,"B344","",2.17,18,13,80,27,"18",NA,"",NA,2424,TRUE,TRUE,TRUE,2.9
"249",249,"MATH062","B124","3.6",3.6,"B341","",2.63,11,11,89,31,"21",NA,"",NA,4895,TRUE,TRUE,TRUE,3.6
"250",250,"MATH070","B231","1",1,"B341","",2.25,12,12,89,31,"21",NA,"",NA,4895,TRUE,FALSE,FALSE,1
"251",251,"MATH070","B233","3.5",3.5,"B341","",3,15,15,89,31,"21",NA,"",NA,4895,TRUE,TRUE,TRUE,3.5
"252",252,"MATH072","B234","0",0,"B341","4/26/2013",0,15,0,89,31,"21",NA,"",NA,4895,FALSE,FALSE,FALSE,0
"253",253,"MATH070","B232","3",3,"B234","",2.55,10,10,99,17,"50",19,"",NA,11024,TRUE,TRUE,TRUE,3
"254",254,"MATH072","B233","0",0,"B234","3/7/2013",1.7,10,5,99,17,"50",19,"",NA,11024,FALSE,FALSE,FALSE,0
"255",255,"MATH062","B011","3.4",3.4,"B014","",3.7,10,10,62,40,"15",NA,"",NA,6842,TRUE,TRUE,TRUE,3.4
"256",256,"MATH&142","B233","2.3",2.3,"B234","",2.3,5,5,96,45,"54",NA,"",NA,5294,TRUE,TRUE,FALSE,2.3
"257",257,"MATH&151","B234","1.2",1.2,"B234","",1.1,10,10,96,45,"54",NA,"",NA,5294,TRUE,FALSE,FALSE,1.2
"258",258,"MATH&151","B014","3.7",3.7,"B124","",3.65,15,15,98,NA,"37",NA,"",NA,12436,TRUE,TRUE,TRUE,3.7
"259",259,"MATH062","B013","4",4,"B234","",4,10,10,92,43,"21",NA,"",NA,9948,TRUE,TRUE,TRUE,4
"260",260,"MATH070","B013","3.6",3.6,"B123","",3.6,5,5,96,35,"16",NA,"",NA,9541,TRUE,TRUE,TRUE,3.6
"261",261,"MATH072","B014","3.6",3.6,"B123","",3.6,5,5,96,35,"16",NA,"",NA,9541,TRUE,TRUE,TRUE,3.6
"262",262,"MATH097","B121","0",0,"B123","8/3/2011",0,5,0,96,35,"16",NA,"",NA,9541,FALSE,FALSE,FALSE,0
"263",263,"MATH097","B122","2.7",2.7,"B123","",2.7,5,5,96,35,"16",NA,"",NA,9541,TRUE,TRUE,TRUE,2.7
"264",264,"MATH147","B014","3",3,"B124","",3,5,5,99,NA,"",NA,"",NA,9811,TRUE,TRUE,TRUE,3
"265",265,"MATH&141","B121","4",4,"B232","",4,10,10,99,NA,"",NA,"",NA,11301,TRUE,TRUE,TRUE,4
"266",266,"MATH062","B013","W",NA,"B343","1/20/2011",0.7,15,5,89,44,"16",NA,"",NA,6487,FALSE,FALSE,FALSE,-0.1
"267",267,"MATH062","B121","3.8",3.8,"B231","",3.9,10,10,98,42,"22",NA,"",NA,4690,TRUE,TRUE,TRUE,3.8
"268",268,"MATH070","B014","3",3,"B122","",3,5,5,96,52,"",NA,"",NA,6784,TRUE,TRUE,TRUE,3
"269",269,"MATH072","B122","W",NA,"B122","11/11/2011",0,5,0,96,52,"",NA,"",NA,6784,FALSE,FALSE,FALSE,-0.1
"270",270,"MATH097","B233","W",NA,"B233","2/22/2013",0,5,0,99,40,"",NA,"",NA,5614,FALSE,FALSE,FALSE,-0.1
"271",271,"MATH070","B012","4",4,"B123","",3.85,10,10,94,81,"37",NA,"",NA,6863,TRUE,TRUE,TRUE,4
"272",272,"MATH072","B013","3.3",3.3,"B123","",2.23,15,10,94,81,"37",NA,"",NA,6863,TRUE,TRUE,TRUE,3.3
"273",273,"MATH062","B123","3.8",3.8,"B344","",3.77,15,15,91,32,"22",NA,"",NA,6353,TRUE,TRUE,TRUE,3.8
"274",274,"MATH070","B124","3.3",3.3,"B344","",2.1,15,15,91,32,"22",NA,"",NA,6353,TRUE,TRUE,TRUE,3.3
"275",275,"MATH072","B231","1",1,"B344","",0.9,15,10,91,32,"22",NA,"",NA,6353,TRUE,FALSE,FALSE,1
"276",276,"MATH072","B233","3.5",3.5,"B344","",2.5,12,12,91,32,"22",NA,"",NA,6353,TRUE,TRUE,TRUE,3.5
"277",277,"MATH062","B233","3.9",3.9,"B234","",3.95,10,10,85,37,"20",NA,"",NA,7608,TRUE,TRUE,TRUE,3.9
"278",278,"MATH070","B234","0",0,"B234","4/18/2013",0,5,0,85,37,"20",NA,"",NA,7608,FALSE,FALSE,FALSE,0
"279",279,"MATH062","B014","3",3,"B343","",2.55,10,10,89,NA,"",NA,"",NA,12218,TRUE,TRUE,TRUE,3
"280",280,"MATH&141","B124","W",NA,"B233","4/20/2012",3.4,15,10,87,71,"18",NA,"",NA,2344,FALSE,FALSE,FALSE,-0.1
"281",281,"MATH&141","B233","2",2,"B233","",2.45,15,10,87,71,"18",NA,"",NA,2344,TRUE,TRUE,FALSE,2
"282",282,"MATH070","B014","3.8",3.8,"B233","",3.23,15,15,87,71,"18",NA,"",NA,2344,TRUE,TRUE,TRUE,3.8
"283",283,"MATH072","B121","3.9",3.9,"B233","",3.6,12,12,87,71,"18",NA,"",NA,2344,TRUE,TRUE,TRUE,3.9
"284",284,"MATH097","B122","3.8",3.8,"B233","",3.8,15,10,87,71,"18",NA,"",NA,2344,TRUE,TRUE,TRUE,3.8
"285",285,"MATH070","B011","3.8",3.8,"B123","",2.43,15,10,93,82,"25",NA,"",NA,4446,TRUE,TRUE,TRUE,3.8
"286",286,"MATH072","B012","2.8",2.8,"B123","",3.14,12,12,93,82,"25",NA,"",NA,4446,TRUE,TRUE,TRUE,2.8
"287",287,"MATH097","B121","W",NA,"B123","7/21/2011",2.5,10,5,93,82,"25",NA,"",NA,4446,FALSE,FALSE,FALSE,-0.1
"288",288,"MATH062","B012","1.2",1.2,"B122","",1.2,5,5,65,33,"18",NA,"",NA,996,TRUE,FALSE,FALSE,1.2
"289",289,"MATH062","B013","2.9",2.9,"B122","",2.45,20,10,65,33,"18",NA,"",NA,996,TRUE,TRUE,TRUE,2.9
"290",290,"MATH097","B012","4",4,"B014","",4,5,5,97,NA,"38",NA,"",NA,11408,TRUE,TRUE,TRUE,4
"291",291,"MATH062","B234","3.7",3.7,"B344","",3.8,12,12,76,24,"16",NA,"",NA,7029,TRUE,TRUE,TRUE,3.7
"292",292,"MATH070","B341","3.6",3.6,"B344","",3.6,10,10,76,24,"16",NA,"",NA,7029,TRUE,TRUE,TRUE,3.6
"293",293,"MATH072","B342","3.2",3.2,"B344","",3.5,8,8,76,24,"16",NA,"",NA,7029,TRUE,TRUE,TRUE,3.2
"294",294,"MATH072","B013","3.5",3.5,"B123","",3.46,16,16,93,66,"20",NA,"",NA,10682,TRUE,TRUE,TRUE,3.5
"295",295,"MATH097","B014","3.8",3.8,"B123","",3.75,10,10,93,66,"20",NA,"",NA,10682,TRUE,TRUE,TRUE,3.8
"296",296,"MATH070","B232","3.7",3.7,"B344","",3.75,10,10,85,76,"17",NA,"",NA,7345,TRUE,TRUE,TRUE,3.7
"297",297,"MATH072","B233","3",3,"B344","",2.7,10,10,85,76,"17",NA,"",NA,7345,TRUE,TRUE,TRUE,3
"298",298,"MATH097","B234","4",4,"B344","",3.75,10,10,85,76,"17",NA,"",NA,7345,TRUE,TRUE,TRUE,4
"299",299,"MATH147","B342","1",1,"B344","",1.65,10,10,85,76,"17",NA,"",NA,7345,TRUE,FALSE,FALSE,1
"300",300,"MATH&141","B013","3.8",3.8,"B122","",3.86,7,7,99,NA,"73",NA,"",NA,7735,TRUE,TRUE,TRUE,3.8
"301",301,"MATH072","B011","4",4,"B122","",4,5,5,99,NA,"73",NA,"",NA,7735,TRUE,TRUE,TRUE,4
"302",302,"MATH097","B012","4",4,"B122","",4,7,7,99,NA,"73",NA,"",NA,7735,TRUE,TRUE,TRUE,4
"303",303,"MATH070","B121","3.7",3.7,"B233","",3.35,10,10,95,46,"",NA,"",255,12417,TRUE,TRUE,TRUE,3.7
"304",304,"MATH072","B122","3.1",3.1,"B233","",3.1,10,10,95,46,"",NA,"",255,12417,TRUE,TRUE,TRUE,3.1
"305",305,"MATH097","B123","3.2",3.2,"B233","",3.37,15,15,95,46,"",NA,"",255,12417,TRUE,TRUE,TRUE,3.2
"306",306,"MATH&107","B013","2.7",2.7,"B121","",3.3,20,20,94,71,"29",NA,"",NA,3705,TRUE,TRUE,TRUE,2.7
"307",307,"MATH097","B012","2.9",2.9,"B121","",3.7,20,20,94,71,"29",NA,"",NA,3705,TRUE,TRUE,TRUE,2.9
"308",308,"MATH097","B342","4",4,"B344","",3.98,12,12,98,NA,"51",61,"",NA,2056,TRUE,TRUE,TRUE,4
"309",309,"MATH062","B012","2.6",2.6,"B342","",3.13,15,15,84,22,"15",NA,"",NA,1390,TRUE,TRUE,TRUE,2.6
"310",310,"MATH070","B013","2.5",2.5,"B342","",3.42,13,13,84,22,"15",NA,"",NA,1390,TRUE,TRUE,TRUE,2.5
"311",311,"MATH072","B014","3",3,"B342","",3.15,10,10,84,22,"15",NA,"",NA,1390,TRUE,TRUE,TRUE,3
"312",312,"MATH&141","B014","4",4,"B344","",4,5,5,95,NA,"67",NA,"",NA,2287,TRUE,TRUE,TRUE,4
"313",313,"MATH&142","B121","3.4",3.4,"B344","",3.71,12,12,95,NA,"67",NA,"",NA,2287,TRUE,TRUE,TRUE,3.4
"314",314,"MATH&151","B122","2.4",2.4,"B344","",3.44,18,18,95,NA,"67",NA,"",NA,2287,TRUE,TRUE,FALSE,2.4
"315",315,"MATH097","B013","4",4,"B344","",3.9,10,10,95,NA,"67",NA,"",NA,2287,TRUE,TRUE,TRUE,4
"316",316,"MATH070","B122","0",0,"B122","10/18/2011",0,15,0,86,61,"18",NA,"",NA,6149,FALSE,FALSE,FALSE,0
"317",317,"MATH&107","B011","4",4,"B012","",3.38,13,13,NA,NA,"",NA,"",NA,11695,TRUE,TRUE,TRUE,4
"318",318,"MATH072","B122","3.9",3.9,"B232","",3.45,10,10,99,38,"29",NA,"",NA,10728,TRUE,TRUE,TRUE,3.9
"319",319,"MATH097","B123","3.6",3.6,"B232","",3.45,10,10,99,38,"29",NA,"",NA,10728,TRUE,TRUE,TRUE,3.6
"320",320,"MATH147","B124","0.6",0.6,"B232","",2.27,13,8,99,38,"29",NA,"",NA,10728,FALSE,FALSE,FALSE,0.6
"321",321,"MATH147","B232","3.6",3.6,"B232","",3.8,10,10,99,38,"29",NA,"",NA,10728,TRUE,TRUE,TRUE,3.6
"322",322,"MATH070","B342","3.9",3.9,"B344","",3.83,15,15,89,69,"21",NA,"",NA,1263,TRUE,TRUE,TRUE,3.9
"323",323,"MATH072","B123","3.8",3.8,"B344","",3.43,15,15,99,NA,"27",NA,"",NA,9748,TRUE,TRUE,TRUE,3.8
"324",324,"MATH097","B124","3.7",3.7,"B344","",3.53,15,15,99,NA,"27",NA,"",NA,9748,TRUE,TRUE,TRUE,3.7
"325",325,"MATH&141","B233","3.9",3.9,"B341","",3.62,17,17,99,NA,"91",27,"",NA,587,TRUE,TRUE,TRUE,3.9
"326",326,"MATH&142","B234","3",3,"B341","",3.6,15,15,99,NA,"91",27,"",NA,587,TRUE,TRUE,TRUE,3
"327",327,"MATH072","B231","4",4,"B341","",3.95,10,10,99,NA,"91",27,"",NA,587,TRUE,TRUE,TRUE,4
"328",328,"MATH097","B232","4",4,"B341","",4,14,14,99,NA,"91",27,"",NA,587,TRUE,TRUE,TRUE,4
"329",329,"MATH&107","B013","2.4",2.4,"B013","",2.13,20,15,98,NA,"",NA,"",NA,6801,TRUE,TRUE,FALSE,2.4
"330",330,"MATH072","B121","3.9",3.9,"B122","",3.4,10,10,99,23,"45",NA,"",NA,6943,TRUE,TRUE,TRUE,3.9
"331",331,"MATH097","B122","3.5",3.5,"B122","",3.3,15,15,99,23,"45",NA,"",NA,6943,TRUE,TRUE,TRUE,3.5
"332",332,"MATH&107","B012","3",3,"B013","",3.1,15,15,95,NA,"39",NA,"",NA,10473,TRUE,TRUE,TRUE,3
"333",333,"MATH147","B013","2.1",2.1,"B013","",2.63,16,16,95,NA,"39",NA,"",NA,10473,TRUE,TRUE,FALSE,2.1
"334",334,"MATH097","B234","0",0,"B234","6/10/2013",0,5,0,91,43,"",NA,"",NA,6624,FALSE,FALSE,FALSE,0
"335",335,"MATH147","B231","2.8",2.8,"B344","",2.02,17,12,97,NA,"85",34,"",NA,9842,TRUE,TRUE,TRUE,2.8
"336",336,"MATH070","B234","4",4,"B344","",3.72,15,15,89,43,"24",NA,"",NA,366,TRUE,TRUE,TRUE,4
"337",337,"MATH&141","B122","3.4",3.4,"B341","",3.4,13,13,91,NA,"51",NA,"",NA,8646,TRUE,TRUE,TRUE,3.4
"338",338,"MATH&142","B123","W",NA,"B341","2/24/2012",3.25,16,11,91,NA,"51",NA,"",NA,8646,FALSE,FALSE,FALSE,-0.1
"339",339,"MATH&142","B124","2.8",2.8,"B341","",3.21,16,16,91,NA,"51",NA,"",NA,8646,TRUE,TRUE,TRUE,2.8
"340",340,"MATH&151","B231","2",2,"B341","",2.27,11,11,91,NA,"51",NA,"",NA,8646,TRUE,TRUE,FALSE,2
"341",341,"MATH072","B014","4",4,"B341","",4,12,12,91,NA,"51",NA,"",NA,8646,TRUE,TRUE,TRUE,4
"342",342,"MATH097","B121","3.7",3.7,"B341","",3.7,15,15,91,NA,"51",NA,"",NA,8646,TRUE,TRUE,TRUE,3.7
"343",343,"MATH&141","B012","3.9",3.9,"B344","",3.9,5,5,68,34,"",NA,"",NA,6985,TRUE,TRUE,TRUE,3.9
"344",344,"MATH&142","B013","3",3,"B344","",3,5,5,68,34,"",NA,"",NA,6985,TRUE,TRUE,TRUE,3
"345",345,"MATH&151","B014","3.1",3.1,"B344","",3.1,5,5,68,34,"",NA,"",NA,6985,TRUE,TRUE,TRUE,3.1
"346",346,"MATH062","B232","3.7",3.7,"B342","",3.7,5,5,92,44,"20",NA,"",NA,985,TRUE,TRUE,TRUE,3.7
"347",347,"MATH072","B234","2.5",2.5,"B342","",2.5,5,5,92,44,"20",NA,"",NA,985,TRUE,TRUE,TRUE,2.5
"348",348,"MATH147","B014","W",NA,"B122","4/11/2011",0,5,0,91,NA,"36",28,"",NA,12416,FALSE,FALSE,FALSE,-0.1
"349",349,"MATH147","B122","1.5",1.5,"B122","",2.25,10,10,91,NA,"36",28,"",NA,12416,TRUE,FALSE,FALSE,1.5
"350",350,"MATH072","B123","0",0,"B231","1/19/2012",0,10,0,91,NA,"35",NA,"",NA,6707,FALSE,FALSE,FALSE,0
"351",351,"MATH072","B124","0.1",0.1,"B231","",0.1,5,0,91,NA,"35",NA,"",NA,6707,FALSE,FALSE,FALSE,0.1
"352",352,"MATH062","B122","2.7",2.7,"B124","",2.7,5,5,85,25,"17",NA,"",NA,6950,TRUE,TRUE,TRUE,2.7
"353",353,"MATH070","B124","0",0,"B124","4/10/2012",0,5,0,85,25,"17",NA,"",NA,6950,FALSE,FALSE,FALSE,0
"354",354,"MATH&107","B011","3",3,"B122","",3.53,12,12,99,67,"52",NA,"",435,6968,TRUE,TRUE,TRUE,3
"355",355,"MATH&107","B342","3.3",3.3,"B342","",3.3,5,5,99,NA,"",NA,"",NA,11682,TRUE,TRUE,TRUE,3.3
"356",356,"MATH&141","B341","0",0,"B342","8/15/2013",0,5,0,99,NA,"",NA,"",NA,11682,FALSE,FALSE,FALSE,0
"357",357,"MATH097","B124","0",0,"B342","6/13/2012",2.68,22,17,99,NA,"",NA,"",NA,11682,FALSE,FALSE,FALSE,0
"358",358,"MATH097","B231","1",1,"B342","",1.55,13,10,99,NA,"",NA,"",NA,11682,TRUE,FALSE,FALSE,1
"359",359,"MATH097","B232","1.7",1.7,"B342","",2.8,13,13,99,NA,"",NA,"",NA,11682,TRUE,FALSE,FALSE,1.7
"360",360,"MATH097","B234","3.7",3.7,"B342","",3.7,5,5,99,NA,"",NA,"",NA,11682,TRUE,TRUE,TRUE,3.7
"361",361,"MATH062","B014","2.6",2.6,"B123","",2.43,6,6,89,30,"212",NA,"",NA,6776,TRUE,TRUE,TRUE,2.6
"362",362,"MATH062","B122","4",4,"B341","",3.8,15,15,90,42,"18",NA,"",NA,12580,TRUE,TRUE,TRUE,4
"363",363,"MATH070","B123","3.9",3.9,"B341","",3.4,15,15,90,42,"18",NA,"",NA,12580,TRUE,TRUE,TRUE,3.9
"364",364,"MATH072","B124","3.7",3.7,"B341","",3.3,20,20,90,42,"18",NA,"",NA,12580,TRUE,TRUE,TRUE,3.7
"365",365,"MATH097","B231","2.7",2.7,"B341","",2.92,13,13,90,42,"18",NA,"",NA,12580,TRUE,TRUE,TRUE,2.7
"366",366,"MATH147","B013","W",NA,"B013","1/23/2011",0,5,0,90,33,"",NA,"",NA,12332,FALSE,FALSE,FALSE,-0.1
"367",367,"MATH097","B123","0",0,"B123","1/5/2012",0,10,0,85,51,"",NA,"",335,7752,FALSE,FALSE,FALSE,0
"368",368,"MATH072","B012","3.6",3.6,"B342","",3.6,7,7,99,NA,"67",NA,"",NA,10940,TRUE,TRUE,TRUE,3.6
"369",369,"MATH097","B013","4",4,"B342","",3.02,12,12,99,NA,"67",NA,"",NA,10940,TRUE,TRUE,TRUE,4
"370",370,"MATH&141","B234","2.5",2.5,"B344","",2.69,8,8,83,NA,"26",NA,"",NA,128,TRUE,TRUE,TRUE,2.5
"371",371,"MATH072","B122","4",4,"B344","",4,7,7,83,NA,"26",NA,"",NA,128,TRUE,TRUE,TRUE,4
"372",372,"MATH097","B123","3.7",3.7,"B344","",3.78,8,8,83,NA,"26",NA,"",NA,128,TRUE,TRUE,TRUE,3.7
"373",373,"MATH070","B014","3.8",3.8,"B234","",3.4,12,12,93,57,"16",NA,"",NA,5452,TRUE,TRUE,TRUE,3.8
"374",374,"MATH072","B121","2.5",2.5,"B234","",3,12,12,93,57,"16",NA,"",NA,5452,TRUE,TRUE,TRUE,2.5
"375",375,"MATH&141","B121","3.4",3.4,"B343","",3.7,10,10,93,22,"20",NA,"",NA,10602,TRUE,TRUE,TRUE,3.4
"376",376,"MATH&142","B231","2",2,"B343","",2,5,5,93,22,"20",NA,"",NA,10602,TRUE,TRUE,FALSE,2
"377",377,"MATH070","B012","4",4,"B343","",4,5,5,93,22,"20",NA,"",NA,10602,TRUE,TRUE,TRUE,4
"378",378,"MATH072","B013","4",4,"B343","",4,5,5,93,22,"20",NA,"",NA,10602,TRUE,TRUE,TRUE,4
"379",379,"MATH097","B014","4",4,"B343","",4,5,5,93,22,"20",NA,"",NA,10602,TRUE,TRUE,TRUE,4
"380",380,"MATH097","B123","4",4,"B342","",4,5,5,92,35,"",NA,"",NA,194,TRUE,TRUE,TRUE,4
"381",381,"MATH147","B124","2.8",2.8,"B342","",2.8,10,5,92,35,"",NA,"",NA,194,TRUE,TRUE,TRUE,2.8
"382",382,"MATH147","B231","2.7",2.7,"B234","",3.43,15,15,99,NA,"95",27,"",NA,2882,TRUE,TRUE,TRUE,2.7
"383",383,"MATH062","B123","2.5",2.5,"B232","",2,13,10,94,32,"18",NA,"",NA,8850,TRUE,TRUE,TRUE,2.5
"384",384,"MATH062","B014","3",3,"B123","",3.15,12,12,99,25,"15",NA,"",NA,136,TRUE,TRUE,TRUE,3
"385",385,"MATH070","B121","0",0,"B123","7/12/2011",0,13,0,99,25,"15",NA,"",NA,136,FALSE,FALSE,FALSE,0
"386",386,"MATH072","B012","0.5",0.5,"B012","",0.95,10,5,96,52,"16",NA,"",NA,4430,FALSE,FALSE,FALSE,0.5
"387",387,"MATH070","B234","3.5",3.5,"B344","",3,15,15,99,NA,"47",NA,"",NA,2985,TRUE,TRUE,TRUE,3.5
"388",388,"MATH072","B342","2.8",2.8,"B344","",3.35,13,13,99,NA,"47",NA,"",NA,2985,TRUE,TRUE,TRUE,2.8
"389",389,"MATH070","B011","4",4,"B123","",4,5,5,92,37,"17",NA,"",NA,4565,TRUE,TRUE,TRUE,4
"390",390,"MATH070","B012","3.8",3.8,"B013","",3.7,15,15,92,63,"15",NA,"",NA,9833,TRUE,TRUE,TRUE,3.8
"391",391,"MATH072","B013","1.7",1.7,"B013","",2.73,13,13,92,63,"15",NA,"",NA,9833,TRUE,FALSE,FALSE,1.7
"392",392,"MATH062","B341","3.9",3.9,"B344","",3.57,15,15,79,28,"",NA,"",NA,9132,TRUE,TRUE,TRUE,3.9
